Student_ID,Gender,Age,Class,Attendance,Study_Hours,Assignments_Completed,Quiz_Score,Midterm_Marks,Final_Exam_Marks,Internet_Access,Parental_Education,Extra_Curricular,Sleep_Hours,Previous_Grade,Performance
87565,Male,18,11,73.8,4.8,12.8,76.8,77.8,93.5,Yes,High School,Yes,7.9,D,Poor
87566,Female,16,10,94.2,5.9,10.5,46.9,78.5,46.3,Yes,Master,Yes,4.5,B,Poor
87567,Other,17,11,80.0,4.9,1.1,57.8,51.7,81.9,No,Secondary,Yes,8.5,B,Poor
87568,Female,21,11,93.8,10.4,3.9,47.6,44.2,57.7,No,Master,No,5.8,B,Poor
87569,Other,21,11,57.1,4.2,7.6,63.6,51.9,54.4,Yes,Master,Yes,7.1,B,Poor
87570,Female,22,9,67.9,4.8,0.5,97.2,74.3,51.8,Yes,High School,No,7.0,C,Poor
87571,Male,16,10,62.2,8.7,3.5,46.9,67.0,62.5,Yes,High School,No,7.3,C,Poor
87572,Female,15,11,93.5,10.3,10.0,83.1,58.2,46.1,Yes,Bachelor,No,7.2,C,Poor
87573,Female,17,10,80.3,2.9,10.4,81.8,48.0,41.5,No,Bachelor,Yes,7.4,B,Poor
87574,Other,21,9,78.1,11.8,8.0,48.1,89.5,74.4,No,Bachelor,Yes,4.5,B,Poor
87575,Other,19,11,68.4,9.1,0.4,49.9,56.0,54.0,Yes,Bachelor,No,7.4,A,Poor
87576,Female,17,9,78.8,7.1,9.8,60.6,97.0,64.9,No,Secondary,No,4.3,B,Poor
87577,Female,22,11,55.5,11.8,11.4,43.6,85.7,44.7,No,Bachelor,No,8.6,D,Poor
87578,Other,20,9,68.9,2.9,10.6,86.7,66.7,91.4,No,Master,No,8.5,D,Poor
87579,Female,19,10,72.3,7.3,5.4,76.8,48.2,46.9,No,Secondary,Yes,5.1,A,Poor
87580,Male,22,10,58.9,7.2,11.6,45.5,43.5,85.2,Yes,Master,Yes,8.9,D,Poor
87581,Female,22,9,76.0,3.9,2.1,45.3,77.4,95.3,Yes,High School,No,8.3,C,Poor
87582,Female,22,9,94.5,4.0,9.7,52.3,92.6,87.6,No,Secondary,No,9.7,C,Poor
87583,Female,17,9,83.8,3.2,7.2,93.2,82.2,82.8,Yes,High School,Yes,6.3,C,Poor
87584,Other,18,9,80.5,9.2,6.8,56.7,48.0,69.1,No,Secondary,No,6.4,A,Poor
87585,Female,20,12,56.2,2.8,10.9,40.2,82.8,90.5,No,High School,Yes,9.2,B,Poor
87586,Female,19,12,81.0,5.8,13.3,41.7,63.0,88.7,Yes,High School,Yes,6.2,B,Poor
87587,Male,20,9,55.2,9.5,2.0,49.9,91.3,43.3,No,Secondary,No,7.7,A,Poor
87588,Male,17,11,78.5,9.2,8.8,93.9,90.2,49.4,Yes,High School,Yes,7.9,D,Poor
87589,Male,16,10,59.4,10.5,8.8,50.6,52.7,68.8,No,High School,Yes,5.2,B,Poor
87590,Male,20,10,76.0,6.4,0.7,47.0,80.8,46.0,Yes,High School,Yes,5.8,A,Poor
87591,Male,15,9,88.2,11.0,3.4,96.6,96.0,49.2,No,Bachelor,Yes,6.4,A,Poor
87592,Other,19,11,88.7,4.8,4.4,87.4,82.9,48.4,Yes,High School,Yes,8.2,D,Poor
87593,Female,21,10,96.0,7.7,13.9,68.1,60.8,67.2,Yes,High School,Yes,6.8,B,Poor
87594,Female,20,9,63.1,8.2,2.2,56.5,54.6,80.5,No,Master,No,5.8,A,Poor
87595,Female,21,10,67.3,11.3,1.0,44.4,70.5,68.1,No,Master,Yes,9.5,D,Poor
87596,Female,22,10,58.9,10.0,7.3,43.0,42.2,98.2,Yes,High School,No,5.6,B,Poor
87597,Female,16,11,85.3,6.5,8.6,59.0,81.5,55.9,No,Bachelor,Yes,8.6,B,Poor
87598,Female,17,11,59.7,3.5,4.7,99.4,98.8,48.7,Yes,Master,No,7.7,C,Poor
87599,Female,18,9,93.8,3.0,10.6,74.2,59.9,41.7,Yes,Secondary,No,9.3,C,Poor
87600,Female,22,11,94.8,9.5,2.7,60.3,72.3,94.2,Yes,Secondary,No,5.4,D,Poor
87601,Male,19,9,97.8,9.9,3.6,87.0,51.2,68.4,Yes,Secondary,Yes,4.3,A,Poor
87602,Other,19,9,91.5,3.6,8.2,79.3,54.6,82.8,No,Bachelor,No,6.7,B,Poor
87603,Other,17,12,67.1,4.1,2.4,46.5,62.7,40.9,No,Master,No,9.0,A,Poor
87604,Male,21,11,79.4,2.8,12.2,42.9,73.7,47.4,No,Bachelor,No,6.4,D,Poor
87605,Female,18,11,56.8,10.2,5.4,49.4,75.5,47.9,Yes,Bachelor,Yes,7.9,C,Poor
87606,Female,16,11,97.0,1.8,4.3,46.0,66.0,57.7,No,Secondary,No,6.9,D,Poor
87607,Other,16,9,60.9,3.0,1.4,43.3,82.4,78.0,No,Bachelor,No,8.5,A,Poor
87608,Male,16,12,95.7,1.7,7.7,72.9,89.6,83.6,Yes,Master,Yes,8.1,C,Poor
87609,Female,17,10,68.2,4.9,4.5,86.7,76.9,88.2,No,Secondary,No,5.9,D,Poor
87610,Male,22,11,71.8,2.2,4.4,72.8,42.7,84.7,Yes,High School,No,6.0,A,Poor
87611,Other,22,9,73.4,4.1,5.5,43.9,92.5,47.3,Yes,Bachelor,Yes,5.3,A,Poor
87612,Other,19,12,63.4,10.9,12.7,56.2,76.2,57.9,Yes,Master,Yes,5.0,C,Poor
87613,Other,19,11,74.9,5.1,7.1,40.7,82.3,42.4,No,Secondary,Yes,9.1,D,Poor
87614,Other,22,11,72.1,3.1,7.6,51.2,66.6,85.0,No,Secondary,No,6.0,A,Poor
87615,Female,19,11,56.1,8.8,0.1,57.2,75.0,86.7,No,Bachelor,Yes,4.6,D,Poor
87616,Female,20,12,55.5,6.5,8.0,42.7,61.0,57.0,No,High School,Yes,7.0,C,Poor
87617,Male,21,11,83.7,3.2,13.6,88.5,48.2,65.2,Yes,Bachelor,No,4.7,D,Poor
87618,Male,21,9,60.8,10.6,13.8,65.8,67.8,85.9,No,Bachelor,Yes,7.4,C,Poor
87619,Other,17,9,82.4,4.3,10.1,85.6,60.9,43.5,No,Master,No,4.2,D,Poor
87620,Male,20,12,80.1,11.9,2.5,55.6,54.7,66.0,No,Secondary,Yes,7.2,B,Poor
87621,Female,22,12,63.7,6.6,11.3,98.8,75.9,91.1,Yes,Master,Yes,7.9,A,Poor
87622,Male,21,10,59.8,3.8,6.7,60.2,67.5,78.8,No,Secondary,No,4.3,A,Poor
87623,Other,18,11,69.3,3.7,10.3,49.4,79.0,89.6,Yes,Secondary,Yes,9.1,D,Poor
87624,Other,16,12,87.7,7.9,8.9,56.4,78.7,84.6,No,High School,No,6.5,C,Poor
87625,Other,21,9,80.0,8.4,11.1,69.7,87.8,93.4,No,Secondary,No,9.8,D,Poor
87626,Female,16,9,77.4,5.6,4.6,69.7,45.0,77.4,Yes,High School,No,8.5,A,Poor
87627,Other,17,12,76.7,7.5,14.4,64.6,76.4,46.8,No,Master,Yes,8.6,D,Poor
87628,Other,17,9,86.4,10.4,7.6,50.5,53.2,79.7,No,Secondary,No,8.9,A,Poor
87629,Male,18,10,69.5,6.7,2.4,68.6,80.5,87.9,Yes,Bachelor,Yes,5.9,A,Poor
87630,Male,16,10,88.1,1.1,14.7,72.2,55.8,46.7,No,Master,No,5.5,B,Poor
87631,Male,16,12,69.7,10.2,3.5,64.8,77.9,70.6,No,Master,Yes,9.7,A,Poor
87632,Female,22,11,58.3,10.0,10.4,95.4,49.7,49.1,Yes,Bachelor,No,5.4,B,Poor
87633,Other,18,10,62.4,9.2,5.5,95.8,64.0,69.8,Yes,Secondary,Yes,6.3,C,Poor
87634,Male,19,10,87.0,7.7,2.5,46.3,58.0,49.7,Yes,High School,Yes,6.8,D,Poor
87635,Female,16,10,57.3,5.5,9.4,74.6,78.5,91.4,No,High School,No,7.4,C,Poor
87636,Male,20,11,84.0,11.2,15.0,82.8,44.6,79.3,No,Bachelor,Yes,4.6,C,Poor
87637,Male,19,12,90.4,6.0,6.8,97.1,50.3,82.6,No,Bachelor,Yes,6.8,B,Poor
87638,Female,20,10,89.8,2.2,10.0,80.5,56.6,41.5,No,Secondary,Yes,7.0,D,Poor
87639,Other,18,12,97.6,5.5,14.3,55.1,99.1,59.4,Yes,Bachelor,Yes,7.8,A,Poor
87640,Other,19,9,58.3,6.1,11.1,44.8,46.3,71.9,No,Bachelor,No,4.2,A,Poor
87641,Other,20,10,92.6,11.2,3.0,91.5,84.6,61.1,Yes,Bachelor,Yes,8.4,B,Poor
87642,Other,22,10,94.8,4.2,2.6,94.3,79.4,92.0,Yes,High School,No,9.8,B,Poor
87643,Male,15,11,62.6,4.3,6.1,72.2,70.8,41.5,No,High School,No,9.2,D,Poor
87644,Female,18,10,81.8,1.2,12.1,82.7,53.7,53.4,Yes,Secondary,Yes,4.2,C,Poor
87645,Female,19,9,80.8,10.2,2.1,82.9,67.1,67.7,Yes,Secondary,Yes,6.6,D,Poor
87646,Female,17,12,96.2,1.4,1.5,47.9,43.5,61.6,Yes,Bachelor,Yes,9.2,B,Poor
87647,Male,18,9,70.0,4.1,8.4,56.3,84.4,59.6,Yes,Secondary,No,5.7,C,Poor
87648,Male,15,9,74.6,8.8,13.1,46.0,68.2,82.0,Yes,Secondary,No,7.5,C,Poor
87649,Other,21,11,62.4,1.2,4.8,57.2,48.0,40.5,Yes,Bachelor,No,9.3,A,Poor
87650,Male,15,12,79.4,4.4,12.5,91.1,67.2,43.1,No,Secondary,Yes,4.3,A,Poor
87651,Female,21,11,62.3,5.6,1.5,86.8,41.0,83.7,Yes,Bachelor,Yes,7.1,A,Poor
87652,Other,15,10,70.3,5.0,9.0,61.4,89.7,57.0,Yes,High School,Yes,7.4,A,Poor
87653,Other,18,9,86.9,8.2,4.3,53.6,42.7,58.6,Yes,Bachelor,No,9.5,A,Poor
87654,Male,15,11,83.0,4.3,12.6,82.9,49.4,93.2,No,Secondary,Yes,6.8,A,Poor
87655,Male,19,9,97.0,1.8,10.2,65.0,65.4,43.6,No,Bachelor,Yes,5.7,B,Poor
87656,Female,21,9,70.5,4.1,5.8,53.6,75.9,79.2,Yes,Master,Yes,4.1,C,Poor
87657,Other,21,11,89.5,1.9,13.7,89.6,96.8,72.4,No,Secondary,No,7.0,A,Poor
87658,Male,17,10,58.7,11.5,3.5,87.3,93.9,99.5,No,High School,Yes,4.6,B,Poor
87659,Female,20,12,73.8,2.3,9.3,81.4,62.4,68.3,Yes,Secondary,Yes,4.8,B,Poor
87660,Female,19,9,67.6,5.6,0.0,73.2,69.3,87.0,No,High School,Yes,7.5,B,Poor
87661,Female,21,12,93.2,7.5,14.9,46.6,73.7,52.9,No,Bachelor,Yes,8.9,C,Poor
87662,Other,15,9,69.9,5.5,2.0,76.2,90.5,41.4,No,High School,Yes,9.6,A,Poor
87663,Male,18,11,96.6,7.2,13.3,60.9,76.8,91.0,No,Secondary,No,6.5,C,Poor
87664,Other,17,11,80.5,6.1,11.5,94.5,96.2,72.8,Yes,Master,No,4.3,D,Poor
87665,Male,16,9,69.5,3.0,0.8,62.0,66.1,40.8,No,Secondary,Yes,7.2,B,Poor
87666,Other,21,12,77.8,6.9,14.1,95.7,60.3,80.3,No,Bachelor,Yes,8.2,A,Poor
87667,Male,22,12,57.6,2.5,3.9,47.7,76.6,59.1,Yes,Secondary,No,4.2,A,Poor
87668,Other,22,12,84.3,11.6,10.8,62.4,74.2,75.4,No,High School,Yes,7.3,A,Poor
87669,Male,15,11,99.7,11.3,5.3,82.3,99.8,75.3,Yes,Bachelor,Yes,9.9,C,Poor
87670,Other,17,12,80.7,10.5,6.7,56.7,43.0,94.1,No,High School,Yes,5.0,D,Poor
87671,Other,19,12,85.7,6.1,6.5,56.0,63.6,49.5,Yes,High School,No,4.1,B,Poor
87672,Female,15,10,83.7,10.1,11.5,76.5,97.6,71.2,Yes,Secondary,No,9.7,D,Poor
87673,Female,22,10,65.5,8.0,12.0,61.7,99.0,73.5,Yes,Secondary,No,4.3,B,Poor
87674,Other,16,10,94.8,9.1,8.2,47.9,62.3,43.4,Yes,Master,Yes,8.7,D,Poor
87675,Female,15,10,67.5,4.7,5.8,42.2,40.6,90.7,Yes,Secondary,Yes,9.3,B,Poor
87676,Male,21,11,62.8,1.7,2.1,67.4,40.3,66.4,No,Secondary,Yes,5.7,A,Poor
87677,Other,18,11,74.2,2.4,9.4,80.5,99.8,96.2,No,Secondary,No,8.6,A,Poor
87678,Male,22,12,85.1,8.9,4.5,46.7,47.7,65.3,Yes,Master,No,6.0,C,Poor
87679,Female,18,11,90.7,11.2,11.8,73.0,41.7,42.8,Yes,Bachelor,Yes,7.0,A,Poor
87680,Female,20,10,55.4,1.8,10.4,99.6,97.3,81.4,No,Master,Yes,9.5,D,Poor
87681,Male,17,10,89.6,7.1,0.2,44.0,96.4,99.4,Yes,Secondary,Yes,7.9,B,Poor
87682,Other,22,9,74.1,9.6,7.7,73.7,45.3,83.9,No,Secondary,Yes,6.9,C,Poor
87683,Female,16,11,85.7,9.7,1.3,81.9,52.6,68.8,Yes,Master,No,5.6,A,Poor
87684,Male,21,11,85.4,11.8,6.5,94.5,90.4,55.0,Yes,Master,Yes,8.1,B,Poor
87685,Other,15,11,87.1,2.1,5.3,55.6,59.5,82.6,Yes,Secondary,No,8.2,A,Poor
87686,Female,20,11,59.5,5.8,7.0,61.1,50.4,96.7,No,Master,Yes,5.8,D,Poor
87687,Other,17,9,68.8,8.9,6.3,90.7,93.2,46.6,No,High School,Yes,5.4,D,Poor
87688,Male,15,11,82.2,1.3,1.3,43.2,53.6,54.5,Yes,Master,No,8.0,C,Poor
87689,Other,17,12,67.4,8.1,3.2,88.9,99.7,96.1,Yes,High School,Yes,7.5,A,Poor
87690,Male,15,11,66.9,4.6,8.9,62.4,72.2,66.6,Yes,High School,No,7.3,C,Poor
87691,Other,20,9,69.3,10.8,7.0,88.1,68.5,59.5,Yes,Bachelor,Yes,8.6,B,Poor
87692,Other,15,9,62.7,7.0,10.0,91.6,61.2,75.7,Yes,Master,No,6.5,A,Poor
87693,Other,17,12,66.7,6.5,5.6,80.5,95.0,82.8,No,High School,No,4.2,C,Poor
87694,Female,22,12,57.3,2.5,3.0,97.5,95.4,59.0,Yes,High School,No,7.1,A,Poor
87695,Other,17,9,71.5,11.4,11.9,93.3,47.7,98.8,No,Bachelor,No,7.0,D,Poor
87696,Female,15,10,67.5,12.0,3.7,95.9,78.1,97.0,Yes,High School,No,8.3,C,Poor
87697,Female,16,9,64.6,8.1,6.5,90.4,41.7,49.1,Yes,Secondary,No,7.1,A,Poor
87698,Male,16,11,69.9,1.2,6.5,53.4,57.3,94.2,No,Master,No,5.8,A,Poor
87699,Other,22,11,92.6,10.5,0.2,47.7,79.2,78.6,No,Bachelor,Yes,6.0,B,Poor
87700,Female,21,11,63.7,11.3,9.0,65.2,59.6,96.6,Yes,Secondary,Yes,7.9,B,Poor
87701,Other,22,12,72.6,5.4,6.2,88.8,84.8,53.9,No,Bachelor,No,4.2,B,Poor
87702,Female,19,10,96.3,11.8,11.2,61.4,73.3,68.1,No,High School,No,5.6,B,Poor
87703,Male,22,12,63.9,9.2,5.8,49.8,63.4,81.8,Yes,Secondary,Yes,4.9,A,Poor
87704,Female,16,12,62.8,3.1,1.5,46.1,70.0,73.2,Yes,Master,Yes,6.8,D,Poor
87705,Male,22,10,85.7,11.3,1.5,96.1,68.4,51.1,No,Bachelor,No,7.9,B,Poor
87706,Female,15,9,69.6,1.7,11.6,88.0,49.5,98.0,No,Master,No,4.8,A,Poor
87707,Female,21,9,82.2,3.2,3.3,80.2,53.4,93.3,Yes,Bachelor,No,9.0,D,Poor
87708,Other,18,10,85.6,4.3,7.4,99.3,79.8,62.0,No,High School,No,7.5,D,Poor
87709,Male,16,11,60.7,3.5,15.0,80.8,43.7,67.1,Yes,High School,Yes,9.3,D,Poor
87710,Female,16,10,65.6,11.5,14.7,57.1,43.8,88.8,Yes,Master,No,7.8,C,Poor
87711,Male,18,12,74.3,10.4,5.8,78.0,94.9,50.8,No,Master,No,7.8,C,Poor
87712,Male,16,10,61.2,6.1,5.1,79.7,47.3,63.2,Yes,High School,Yes,5.0,C,Poor
87713,Other,17,11,81.5,7.5,2.8,58.0,47.3,85.0,Yes,Bachelor,No,7.8,B,Poor
87714,Other,16,11,66.6,4.6,0.2,70.6,40.1,51.3,Yes,Master,No,7.8,C,Poor
87715,Other,19,9,89.0,1.5,7.0,65.6,49.2,90.7,Yes,High School,No,7.3,C,Poor
87716,Female,17,10,66.1,5.3,7.1,52.4,76.1,79.1,Yes,Bachelor,No,5.3,D,Poor
87717,Male,17,10,80.1,3.0,10.5,55.0,40.6,85.9,No,Bachelor,No,9.2,B,Poor
87718,Male,17,12,79.7,11.7,0.8,67.3,49.0,78.0,No,Secondary,No,9.0,B,Poor
87719,Male,16,11,74.6,9.9,2.1,88.1,67.3,42.5,Yes,Secondary,Yes,7.2,D,Poor
87720,Male,22,11,76.1,1.8,12.8,63.7,45.8,59.0,No,Master,Yes,9.6,A,Poor
87721,Other,21,10,98.0,5.0,8.0,52.0,94.5,51.5,Yes,Secondary,No,7.8,A,Poor
87722,Female,20,9,78.3,1.9,9.0,81.1,66.6,56.3,No,Bachelor,Yes,8.5,C,Poor
87723,Male,22,11,78.6,4.8,3.5,97.9,76.6,97.6,Yes,Secondary,No,5.4,A,Poor
87724,Other,17,12,93.9,3.7,12.5,51.6,79.3,54.9,Yes,Bachelor,No,5.3,D,Poor
87725,Female,20,11,92.1,5.9,8.3,86.5,92.8,79.7,Yes,Master,No,7.1,C,Poor
87726,Female,19,9,58.4,11.0,10.6,84.9,77.5,45.7,No,Master,No,4.4,B,Poor
87727,Female,19,12,57.2,1.5,11.1,70.8,98.0,71.0,Yes,Secondary,Yes,5.7,A,Poor
87728,Female,18,9,55.5,6.2,5.9,48.8,74.2,51.4,Yes,High School,No,7.2,B,Poor
87729,Male,19,12,86.9,4.8,15.0,73.6,86.3,96.0,Yes,Master,No,4.1,D,Poor
87730,Male,15,11,70.2,3.2,11.0,93.1,92.8,82.2,Yes,Bachelor,No,8.5,B,Poor
87731,Female,22,10,93.8,3.7,3.8,42.7,75.2,71.9,Yes,Master,Yes,9.2,D,Poor
87732,Other,19,9,69.0,7.6,2.0,79.8,81.9,81.7,Yes,Bachelor,No,7.1,C,Poor
87733,Male,15,9,58.4,5.6,1.0,62.1,83.6,60.8,Yes,Bachelor,No,8.9,D,Poor
87734,Other,19,11,65.3,1.9,1.5,62.6,66.8,84.2,No,High School,No,9.4,D,Poor
87735,Other,15,11,70.6,1.1,1.2,67.4,88.2,56.3,Yes,Secondary,Yes,6.4,B,Poor
87736,Male,17,11,60.1,11.8,8.8,99.8,74.3,64.1,Yes,High School,Yes,9.9,D,Poor
87737,Female,15,12,58.8,9.9,3.9,72.2,63.3,85.6,No,Bachelor,Yes,7.9,D,Poor
87738,Female,20,11,90.5,2.2,13.8,70.8,65.5,68.0,No,Bachelor,No,7.4,C,Poor
87739,Male,18,12,60.8,11.3,1.6,66.0,87.4,77.2,Yes,Master,Yes,7.1,D,Poor
87740,Female,19,10,87.2,2.1,4.8,60.8,52.6,86.6,Yes,High School,No,4.1,C,Poor
87741,Other,17,11,99.8,1.3,5.1,94.4,68.4,71.4,No,Secondary,Yes,7.0,B,Poor
87742,Other,17,9,97.8,3.4,13.0,78.1,65.4,46.3,No,Bachelor,Yes,5.2,D,Poor
87743,Female,18,12,92.1,7.9,14.2,81.6,54.4,74.6,Yes,Master,Yes,9.6,C,Poor
87744,Male,15,9,64.4,10.6,4.2,75.2,49.4,56.6,Yes,High School,No,6.0,C,Poor
87745,Female,17,10,74.3,11.9,14.5,67.4,46.8,55.5,No,Master,Yes,9.0,C,Poor
87746,Other,18,10,56.1,7.5,6.8,66.3,93.9,58.9,Yes,Master,No,9.1,B,Poor
87747,Female,17,11,83.3,2.3,4.6,46.7,55.3,54.2,No,Secondary,No,7.8,C,Poor
87748,Male,15,11,61.5,3.5,9.8,99.9,42.2,96.6,Yes,High School,No,4.8,A,Poor
87749,Other,15,11,59.3,10.1,13.7,52.6,82.9,95.9,No,Bachelor,Yes,6.3,A,Poor
87750,Male,17,10,86.3,5.9,4.5,62.3,57.9,41.3,Yes,Master,Yes,4.9,D,Poor
87751,Female,20,11,74.8,1.5,4.1,77.4,66.8,57.7,Yes,Bachelor,Yes,5.7,D,Poor
87752,Male,16,12,64.4,7.6,10.0,84.6,57.5,58.4,No,High School,Yes,6.4,B,Poor
87753,Other,19,9,87.7,9.4,7.4,54.8,62.1,44.9,Yes,Bachelor,No,7.5,B,Poor
87754,Other,17,12,57.5,6.2,8.3,56.0,75.7,59.4,No,Bachelor,Yes,5.2,D,Poor
87755,Male,17,10,60.6,9.9,4.5,58.5,81.0,94.2,Yes,High School,Yes,8.9,C,Poor
87756,Female,15,9,55.9,4.8,6.7,68.0,87.3,56.2,No,High School,Yes,7.5,C,Poor
87757,Female,19,9,57.7,9.6,5.9,96.0,55.1,95.6,No,High School,Yes,7.7,B,Poor
87758,Other,20,11,83.4,2.1,0.3,73.6,53.4,57.3,Yes,Master,No,4.6,B,Poor
87759,Other,21,9,99.1,9.2,13.4,48.3,97.1,84.3,Yes,High School,Yes,9.7,C,Poor
87760,Male,20,10,61.6,3.1,14.3,68.1,89.8,83.4,No,Bachelor,No,4.9,C,Poor
87761,Male,20,10,74.8,2.1,4.6,51.1,50.7,97.2,Yes,Bachelor,No,8.0,A,Poor
87762,Male,15,10,58.1,4.6,5.0,47.9,81.6,46.4,Yes,Master,No,4.7,C,Poor
87763,Other,16,9,60.1,8.3,10.2,51.6,41.6,69.6,Yes,Secondary,No,4.7,D,Poor
87764,Other,18,10,57.3,10.6,2.5,63.0,89.9,86.6,No,Master,No,7.7,B,Poor
87765,Male,17,12,67.4,10.7,2.5,73.4,85.7,90.4,Yes,Bachelor,No,5.2,D,Poor
87766,Male,19,10,80.8,11.2,7.8,81.5,88.9,50.1,Yes,High School,Yes,9.9,B,Poor
87767,Male,15,9,64.8,4.2,9.8,62.6,55.9,65.9,No,High School,Yes,6.1,D,Poor
87768,Male,21,9,75.2,11.1,10.1,62.7,82.7,42.4,Yes,Master,Yes,8.2,C,Poor
87769,Male,19,11,96.8,4.3,6.5,90.1,79.8,99.1,Yes,Master,No,4.5,D,Poor
87770,Female,17,11,74.3,5.3,5.0,61.3,65.2,85.2,Yes,Bachelor,No,4.5,B,Poor
87771,Female,16,10,61.2,11.1,7.4,57.0,70.4,54.5,No,High School,Yes,6.2,C,Poor
87772,Female,15,10,98.6,2.9,7.3,89.9,50.7,98.9,No,High School,No,5.6,C,Poor
87773,Male,19,11,68.0,9.0,12.9,55.7,51.2,77.9,No,Secondary,No,7.5,C,Poor
87774,Male,16,9,62.0,2.8,5.9,97.6,87.8,47.9,Yes,Master,No,6.9,D,Poor
87775,Female,18,9,82.3,9.7,9.7,73.7,54.1,43.6,Yes,High School,No,8.5,C,Poor
87776,Female,21,11,94.8,4.1,11.5,53.9,97.6,62.4,Yes,Master,No,4.5,B,Poor
87777,Female,15,10,84.1,2.9,3.6,99.8,71.8,87.2,Yes,Secondary,Yes,5.4,C,Poor
87778,Female,20,10,95.4,4.7,3.8,67.2,50.6,67.0,No,Secondary,Yes,8.1,A,Poor
87779,Other,20,9,81.7,7.0,0.3,91.0,45.8,59.4,No,High School,Yes,6.3,B,Poor
87780,Male,15,9,91.6,2.8,12.3,82.9,54.9,66.8,No,Master,No,7.4,B,Poor
87781,Other,19,10,94.6,7.1,7.2,67.4,56.5,70.8,Yes,Bachelor,Yes,8.1,D,Poor
87782,Male,19,9,88.0,1.4,14.9,51.8,60.0,57.8,Yes,Master,Yes,9.6,B,Poor
87783,Female,16,11,62.7,5.5,14.6,64.6,59.3,95.6,No,Secondary,No,7.0,B,Poor
87784,Female,15,12,77.0,1.2,12.6,75.2,79.5,78.6,No,Master,Yes,9.8,A,Poor
87785,Other,17,9,88.5,9.1,8.3,70.2,79.2,42.4,No,High School,Yes,4.7,D,Poor
87786,Female,22,12,87.0,4.0,10.1,61.7,51.0,52.7,No,Secondary,Yes,8.1,B,Poor
87787,Male,16,10,86.4,3.3,8.9,74.9,76.5,65.1,No,Master,No,8.5,C,Poor
87788,Other,21,10,57.9,4.0,6.9,85.2,42.8,94.2,No,Bachelor,Yes,9.0,C,Poor
87789,Male,17,11,65.2,7.2,0.0,68.5,84.3,55.7,Yes,High School,No,5.8,C,Poor
87790,Female,21,9,57.1,7.3,8.2,41.9,84.1,62.5,No,Bachelor,Yes,7.8,D,Poor
87791,Female,22,10,58.3,6.9,0.2,52.9,53.5,67.3,Yes,High School,No,5.5,A,Poor
87792,Other,21,10,73.3,1.3,5.1,95.2,53.3,47.6,Yes,Bachelor,No,8.1,B,Poor
87793,Other,21,11,82.8,2.7,5.0,62.6,43.8,84.8,No,Secondary,Yes,7.4,B,Poor
87794,Other,15,10,83.4,5.1,0.9,94.5,97.6,71.3,Yes,Bachelor,No,9.3,D,Poor
87795,Male,15,11,61.9,3.6,1.5,81.3,61.3,99.6,No,High School,No,9.9,C,Poor
87796,Female,17,10,93.5,4.3,7.2,95.6,42.4,64.2,Yes,High School,No,9.2,B,Poor
87797,Male,16,12,83.1,4.6,3.3,50.8,43.3,80.2,Yes,Bachelor,No,9.5,B,Poor
87798,Male,17,10,97.4,2.0,7.0,73.5,82.7,54.0,No,Bachelor,No,8.1,D,Poor
87799,Other,18,9,69.7,6.0,5.5,78.9,42.6,87.7,Yes,High School,Yes,4.6,A,Poor
87800,Female,18,9,58.8,11.9,12.8,75.4,63.8,92.2,No,High School,No,8.1,D,Poor
87801,Other,18,12,86.3,10.7,3.6,44.3,68.1,52.7,Yes,Master,Yes,4.8,D,Poor
87802,Male,15,12,89.3,7.5,10.8,43.1,90.3,54.7,No,Master,Yes,5.8,B,Poor
87803,Other,22,10,63.3,8.9,9.1,59.3,75.1,67.6,Yes,Secondary,Yes,5.6,D,Poor
87804,Other,17,10,62.5,3.6,9.6,75.5,68.9,85.1,Yes,Bachelor,Yes,4.7,D,Poor
87805,Female,18,9,72.6,5.4,13.5,66.4,59.2,57.8,Yes,Master,No,8.0,B,Poor
87806,Male,16,10,88.0,4.8,14.4,48.9,90.7,59.4,No,Secondary,Yes,6.2,A,Poor
87807,Female,21,12,84.5,3.5,10.0,76.0,89.0,47.3,No,High School,Yes,5.4,A,Poor
87808,Female,15,10,55.1,8.0,4.4,66.5,68.2,75.3,Yes,High School,Yes,7.9,C,Poor
87809,Female,16,12,90.0,10.6,2.3,84.7,83.2,76.3,No,High School,No,9.5,C,Poor
87810,Male,19,9,57.0,8.8,13.0,53.3,69.1,64.1,Yes,Master,Yes,9.5,C,Poor
87811,Female,15,10,66.2,5.9,15.0,78.7,77.0,49.8,No,Master,Yes,8.1,B,Poor
87812,Other,22,10,95.8,8.5,8.7,49.8,66.2,96.3,No,Secondary,Yes,5.4,D,Poor
87813,Female,15,10,93.1,8.8,6.3,62.9,88.9,72.2,No,High School,No,9.1,B,Poor
87814,Female,21,11,83.5,1.7,14.2,98.6,87.7,56.6,Yes,Bachelor,Yes,6.8,A,Poor
87815,Male,18,12,86.2,8.9,12.0,47.7,53.0,96.6,Yes,Master,Yes,4.9,D,Poor
87816,Other,15,9,61.7,1.8,4.5,73.5,80.9,82.4,No,Bachelor,Yes,7.0,B,Poor
87817,Male,16,11,88.6,2.7,10.3,61.1,71.0,93.9,No,High School,No,8.2,A,Poor
87818,Female,17,10,59.1,8.8,8.3,51.2,40.9,87.2,No,Secondary,No,9.9,D,Poor
87819,Male,20,9,78.9,6.2,8.1,98.4,91.0,60.1,No,Bachelor,Yes,6.6,C,Poor
