id,student_id,module_id,attendance_percentage,internal_marks,assignment_marks,quiz_marks,midterm_marks,final_exam_marks,total_marks,grade,result
3584,734,53,100.0,30.6,23.2,17.91,38.52,55.01,78.46,A,Pass
3585,734,58,100.0,32.87,23.6,17.15,44.99,73.6,91.29,O,Pass
3586,734,57,90.07,32.26,17.05,16.92,34.36,57.39,75.37,A,Pass
3587,734,56,100.0,39.49,21.07,20.0,43.44,56.5,86.26,A+,Pass
3588,735,14,64.5,35.78,25.0,20.0,41.2,64.02,88.37,A+,Pass
3589,735,3,56.52,37.35,19.07,16.53,49.47,56.92,85.87,A+,Pass
3590,735,8,58.5,38.09,25.0,14.04,43.98,67.85,89.72,A+,Pass
3591,735,4,64.38,24.65,24.93,12.33,34.47,52.45,70.17,A,Pass
3592,736,67,70.58,22.61,18.53,16.17,44.39,47.53,71.18,A,Pass
3593,736,72,68.42,26.67,17.32,12.31,37.72,42.56,65.14,B+,Pass
3594,736,71,63.0,17.78,17.1,14.81,24.7,47.94,57.85,B,Pass
3595,736,74,65.4,27.39,12.61,10.23,38.81,37.62,60.81,B+,Pass
3596,737,72,49.6,21.71,16.43,12.53,35.8,33.7,57.32,B,Pass
3597,737,70,48.91,17.51,11.19,13.46,25.01,37.62,50.03,B,Pass
3598,737,66,49.95,21.47,12.56,10.68,28.25,46.41,56.88,B,Pass
3599,737,68,52.52,30.06,16.55,9.95,22.85,56.12,64.24,B+,Pass
3600,737,65,55.29,26.82,10.19,7.65,30.76,42.96,56.74,B,Pass
3601,738,21,84.2,27.01,22.02,20.0,38.75,64.36,81.72,A+,Pass
3602,738,20,77.82,28.75,17.16,11.05,27.33,55.93,66.53,B+,Pass
3603,738,17,68.44,32.49,19.69,13.12,38.09,47.14,71.72,A,Pass
3604,738,19,72.77,29.59,15.27,11.38,28.54,53.26,65.72,B+,Pass
3605,739,67,70.37,20.29,12.94,7.22,28.47,30.41,47.36,C,Pass
3606,739,66,67.07,16.62,11.7,11.41,28.33,43.25,53.04,B,Pass
3607,739,65,58.31,28.12,14.8,10.65,21.86,45.01,57.24,B,Pass
3608,739,69,67.38,26.6,15.13,12.58,26.37,47.84,61.15,B+,Pass
3609,739,68,61.05,26.13,9.66,12.89,31.63,39.77,57.74,B,Pass
3610,739,70,63.93,24.92,13.46,13.48,28.77,44.61,59.79,B,Pass
3611,740,82,74.73,34.96,17.68,10.24,50.0,56.22,80.91,A+,Pass
3612,740,83,71.6,24.62,20.12,17.8,31.68,56.3,71.37,A,Pass
3613,740,90,75.79,23.01,17.7,10.45,28.98,47.31,60.38,B+,Pass
3614,740,91,68.92,22.9,21.22,19.29,37.03,52.75,72.71,A,Pass
3615,740,88,71.44,32.37,18.92,16.19,30.45,60.03,75.09,A,Pass
3616,741,23,62.54,36.4,25.0,14.59,34.17,58.34,79.81,A,Pass
3617,741,22,71.13,35.61,17.52,17.18,42.05,57.23,81.14,A+,Pass
3618,741,21,65.19,23.62,14.16,9.91,43.92,52.64,68.95,B+,Pass
3619,741,17,72.81,31.08,22.66,20.0,46.39,62.59,87.01,A+,Pass
3620,741,18,65.71,34.68,23.59,15.79,43.6,59.65,84.31,A+,Pass
3621,741,19,73.04,30.86,24.16,16.68,41.68,65.45,84.82,A+,Pass
3622,742,100,55.5,14.67,17.85,6.05,26.22,41.05,49.77,C,Pass
3623,742,97,52.42,30.29,19.32,11.5,38.2,51.4,71.71,A,Pass
3624,742,99,53.53,27.38,13.73,8.68,17.37,55.94,58.31,B,Pass
3625,742,101,63.58,28.71,15.91,14.38,35.76,37.2,63.15,B+,Pass
3626,743,84,66.81,29.17,19.45,8.96,32.27,47.68,65.23,B+,Pass
3627,743,85,63.44,30.7,14.37,10.77,34.96,58.82,71.41,A,Pass
3628,743,83,69.04,19.79,15.87,9.19,34.72,56.6,64.61,B+,Pass
3629,743,86,58.59,23.58,14.76,11.99,30.41,58.75,66.31,B+,Pass
3630,743,82,64.49,20.72,15.01,14.51,29.46,49.74,61.56,B+,Pass
3631,744,101,67.5,15.31,15.84,9.89,27.42,49.19,55.6,B,Pass
3632,744,97,59.52,21.12,13.4,6.75,26.62,42.53,52.45,B,Pass
3633,744,100,64.0,20.09,10.95,3.85,17.82,16.69,33.05,F,Fail
3634,744,99,55.11,19.68,15.4,8.18,27.14,37.88,51.34,B,Pass
3635,745,87,74.08,30.91,14.87,13.41,36.91,54.91,72.19,A,Pass
3636,745,82,59.11,27.14,15.1,15.44,27.94,44.58,62.1,B+,Pass
3637,745,91,65.39,22.04,12.65,8.27,29.04,46.99,56.67,B,Pass
3638,745,90,69.27,17.37,17.9,11.57,33.47,61.11,66.88,B+,Pass
3639,745,86,66.65,25.21,13.28,8.35,23.06,36.72,50.76,B,Pass
3640,745,93,60.75,26.28,16.15,6.57,35.24,60.19,68.6,B+,Pass
3641,746,3,99.67,35.27,17.77,19.76,47.67,66.8,89.64,A+,Pass
3642,746,1,95.05,30.9,25.0,18.32,44.92,66.1,87.91,A+,Pass
3643,746,5,100.0,35.33,16.59,19.86,45.99,54.2,82.51,A+,Pass
3644,746,4,100.0,36.2,11.81,17.07,37.44,57.52,76.92,A,Pass
3645,747,3,75.94,31.7,17.57,7.54,33.76,55.23,69.31,B+,Pass
3646,747,1,64.44,25.05,25.0,16.74,39.12,61.37,79.1,A,Pass
3647,747,5,75.73,28.57,16.85,13.33,33.76,47.17,66.58,B+,Pass
3648,747,4,73.18,29.46,20.86,17.68,39.42,67.29,83.03,A+,Pass
3649,748,9,67.34,21.27,10.62,12.06,33.75,46.72,59.59,B,Pass
3650,748,7,67.68,32.3,18.26,13.23,40.45,56.24,76.55,A,Pass
3651,748,3,68.41,26.96,18.1,11.58,37.55,36.76,62.44,B+,Pass
3652,748,4,52.21,27.51,21.36,14.81,38.37,55.3,74.7,A,Pass
3653,748,2,63.48,25.93,18.94,13.11,30.06,53.62,67.15,B+,Pass
3654,749,34,55.8,23.28,15.92,12.75,28.9,40.68,57.82,B,Pass
3655,749,36,49.63,24.91,10.56,11.21,32.16,41.44,57.7,B,Pass
3656,749,37,60.68,22.57,12.48,15.67,25.46,42.1,56.49,B,Pass
3657,749,33,41.43,13.44,9.11,9.76,25.74,40.73,47.12,C,Pass
3658,750,11,50.52,22.93,9.47,5.93,30.95,38.99,51.89,B,Pass
3659,750,14,47.68,18.81,6.75,2.0,15.34,40.89,39.86,F,Fail
3660,750,5,56.63,18.86,8.77,12.02,15.82,30.68,41.18,C,Pass
3661,750,3,49.53,22.6,15.66,9.08,35.29,35.77,56.44,B,Pass
3662,750,6,53.98,21.03,9.23,10.51,22.3,53.4,55.54,B,Pass
3663,751,54,87.62,29.19,18.22,17.33,40.25,61.09,79.18,A,Pass
3664,751,56,79.91,34.77,17.99,15.77,47.7,64.21,86.28,A+,Pass
3665,751,57,75.64,30.33,17.72,11.18,39.28,57.14,74.15,A,Pass
3666,751,55,85.18,30.78,24.53,18.09,47.44,51.47,81.99,A+,Pass
3667,751,51,76.63,32.87,22.34,15.42,45.63,69.68,88.42,A+,Pass
3668,752,19,89.93,37.1,25.0,17.32,48.84,57.41,88.42,A+,Pass
3669,752,20,92.51,37.56,23.07,17.58,41.98,71.13,90.98,O,Pass
3670,752,22,89.59,39.81,24.16,18.52,50.0,68.8,95.93,O,Pass
3671,752,21,92.16,24.51,21.29,18.77,48.38,75.0,89.35,A+,Pass
3672,752,18,82.71,38.76,22.5,20.0,50.0,55.61,89.33,A+,Pass
3673,752,17,97.51,35.1,23.39,16.49,50.0,62.66,89.39,A+,Pass
3674,753,32,84.09,25.2,15.06,12.53,42.88,35.62,62.95,B+,Pass
3675,753,17,83.09,26.86,20.77,13.06,47.22,46.41,73.54,A,Pass
3676,753,30,75.3,30.53,18.53,18.75,38.79,46.15,72.98,A,Pass
3677,753,21,78.87,34.74,20.09,10.61,43.12,63.2,81.77,A+,Pass
3678,753,26,78.98,32.51,22.83,19.48,40.41,60.35,83.49,A+,Pass
3679,753,22,89.56,21.96,16.81,12.55,47.23,52.96,72.31,A,Pass
3680,754,42,72.08,17.05,18.46,8.7,26.99,45.79,55.12,B,Pass
3681,754,38,71.22,26.47,19.06,16.63,34.03,65.23,76.63,A,Pass
3682,754,34,62.13,22.55,22.69,15.16,37.61,52.35,71.16,A,Pass
3683,754,35,66.94,23.19,23.17,13.1,28.99,39.58,60.38,B+,Pass
3684,755,99,100.0,25.54,17.7,11.79,34.8,55.27,68.94,B+,Pass
3685,755,107,100.0,39.59,24.53,20.0,34.66,63.93,86.77,A+,Pass
3686,755,102,100.0,40.0,22.91,20.0,42.73,75.0,95.53,O,Pass
3687,755,105,94.87,37.43,20.54,18.57,44.01,50.57,81.82,A+,Pass
3688,756,111,75.38,17.48,15.2,14.03,25.81,43.15,54.87,B,Pass
3689,756,105,75.77,20.44,16.03,10.32,35.36,46.71,61.27,B+,Pass
3690,756,110,63.28,25.52,23.1,12.92,39.03,42.83,67.96,B+,Pass
3691,756,103,77.03,24.2,11.79,15.12,23.15,34.11,51.86,B,Pass
3692,756,109,68.65,20.54,15.33,13.14,35.21,65.32,71.06,A,Pass
3693,756,99,64.7,39.46,17.97,15.12,31.54,51.97,74.49,A,Pass
3694,757,1,92.04,33.25,25.0,18.68,45.91,70.96,92.03,O,Pass
3695,757,5,93.97,30.35,22.35,14.26,31.34,57.63,73.81,A,Pass
3696,757,3,83.5,19.38,22.73,13.3,34.78,54.24,68.13,B+,Pass
3697,757,4,79.44,28.26,24.63,15.45,42.89,57.29,79.89,A,Pass
3698,758,35,78.18,24.66,12.54,16.98,33.21,48.88,65.25,B+,Pass
3699,758,37,69.99,37.48,19.27,14.67,39.16,65.05,83.72,A+,Pass
3700,758,33,71.48,19.45,12.98,8.33,34.52,44.29,57.02,B,Pass
3701,758,36,69.03,35.32,18.25,13.79,49.42,73.76,90.99,O,Pass
3702,759,68,74.94,33.36,17.2,9.03,35.55,44.6,66.66,B+,Pass
3703,759,67,67.96,35.09,20.08,16.16,47.1,70.39,90.05,O,Pass
3704,759,73,77.57,29.88,16.67,13.63,40.99,65.92,79.68,A,Pass
3705,759,71,70.95,25.6,14.31,14.94,37.78,66.25,75.8,A,Pass
3706,760,50,66.52,26.62,25.0,19.6,50.0,63.23,87.62,A+,Pass
3707,760,52,62.49,30.11,20.25,18.05,39.39,69.98,84.53,A+,Pass
3708,760,62,76.25,36.83,22.23,20.0,50.0,59.06,89.87,A+,Pass
3709,760,55,77.49,36.57,25.0,16.27,34.61,44.86,74.66,A,Pass
3710,760,57,66.87,26.96,22.42,14.1,37.93,67.45,79.94,A,Pass
3711,761,104,100.0,25.12,16.47,15.27,28.83,48.48,63.82,B+,Pass
3712,761,99,91.14,40.0,16.61,16.26,39.81,61.69,83.47,A+,Pass
3713,761,106,90.43,32.58,17.54,11.35,46.31,53.72,77.21,A,Pass
3714,761,103,97.15,34.29,19.22,17.81,38.3,64.08,82.79,A+,Pass
3715,762,67,68.67,35.12,20.56,14.46,36.62,57.03,77.94,A,Pass
3716,762,78,68.49,37.91,24.48,16.21,50.0,59.67,89.7,A+,Pass
3717,762,66,67.0,32.08,16.58,14.46,34.5,55.51,73.05,A,Pass
3718,762,71,64.0,36.05,16.91,19.46,38.6,56.89,80.36,A+,Pass
3719,762,77,67.59,32.2,17.71,14.78,40.08,61.88,79.49,A,Pass
3720,762,70,62.13,30.28,17.98,14.9,22.61,51.0,64.89,B+,Pass
3721,763,61,68.83,26.82,15.78,14.45,39.38,54.79,72.2,A,Pass
3722,763,57,72.81,26.21,22.88,14.47,47.19,57.96,80.13,A+,Pass
3723,763,49,70.29,22.47,15.95,12.61,31.04,46.82,61.29,B+,Pass
3724,763,51,69.48,29.24,17.78,13.65,34.92,59.9,73.97,A,Pass
3725,764,97,80.13,31.83,24.09,14.44,35.53,58.78,77.96,A,Pass
3726,764,98,78.92,20.38,25.0,19.2,35.41,46.32,69.11,B+,Pass
3727,764,100,81.79,24.74,14.07,9.92,35.26,53.45,65.53,B+,Pass
3728,764,101,75.59,38.8,20.74,15.65,46.33,71.75,92.17,O,Pass
3729,764,99,72.41,33.76,20.71,17.05,46.22,49.19,79.75,A,Pass
3730,764,102,82.06,33.15,20.98,17.83,43.37,53.8,80.67,A+,Pass
3731,765,24,83.3,29.96,17.73,9.59,46.31,56.91,76.58,A,Pass
3732,765,19,88.55,26.75,19.19,12.03,33.69,56.79,70.41,A,Pass
3733,765,21,82.28,32.91,16.38,12.11,34.29,52.65,70.78,A,Pass
3734,765,17,81.78,31.9,22.15,13.58,37.57,46.45,72.07,A,Pass
3735,766,40,82.84,29.83,16.3,12.61,38.18,55.73,72.84,A,Pass
3736,766,35,65.15,24.11,16.97,15.24,26.33,52.42,64.09,B+,Pass
3737,766,39,69.82,34.66,12.23,13.01,30.39,52.89,68.61,B+,Pass
3738,766,34,66.61,28.26,22.06,12.7,29.72,52.43,68.63,B+,Pass
3739,766,37,79.61,26.72,14.28,15.93,32.47,39.03,61.49,B+,Pass
3740,766,33,73.13,34.15,15.83,9.08,31.54,53.23,68.56,B+,Pass
3741,767,50,51.01,33.86,16.97,12.3,42.72,53.67,76.28,A,Pass
3742,767,49,59.42,30.58,21.62,16.61,41.44,45.32,74.11,A,Pass
3743,767,56,49.49,26.68,14.43,10.85,34.52,62.41,70.92,A,Pass
3744,767,51,57.71,23.69,23.46,15.17,41.42,50.26,72.98,A,Pass
3745,767,55,49.34,31.59,21.1,20.0,47.09,60.49,86.01,A+,Pass
3746,768,66,70.63,26.75,15.47,12.76,35.36,55.36,69.46,B+,Pass
3747,768,68,73.61,19.8,14.53,11.3,25.61,43.79,54.6,B,Pass
3748,768,65,69.81,28.18,14.88,14.19,25.03,54.12,64.91,B+,Pass
3749,768,69,62.76,28.8,22.92,20.0,35.99,54.58,77.04,A,Pass
3750,768,70,70.75,32.56,17.22,9.52,35.13,47.84,67.82,B+,Pass
3751,769,46,71.02,28.26,18.78,10.61,35.07,50.09,67.86,B+,Pass
3752,769,41,74.26,24.84,20.57,11.38,40.72,50.53,70.28,A,Pass
3753,769,37,63.37,23.63,19.23,15.7,31.07,40.42,61.76,B+,Pass
3754,769,43,75.28,32.53,19.28,16.83,37.71,58.0,78.31,A,Pass
3755,769,35,69.78,18.6,10.73,11.28,21.36,36.71,47.04,C,Pass
3756,769,45,66.22,27.13,20.05,10.7,39.49,47.19,68.7,B+,Pass
3757,770,8,77.44,31.04,17.61,14.42,30.93,53.88,70.38,A,Pass
3758,770,6,83.1,31.76,14.97,11.72,32.18,51.99,68.09,B+,Pass
3759,770,12,82.67,36.46,24.07,19.4,47.19,54.49,86.58,A+,Pass
3760,770,11,77.4,35.39,24.66,17.81,36.93,59.55,82.72,A+,Pass
3761,770,10,73.93,30.23,21.32,16.69,36.22,67.6,81.64,A+,Pass
3762,770,9,66.19,32.76,21.37,17.53,35.71,49.48,74.64,A,Pass
3763,771,8,30.44,23.44,15.08,6.65,25.78,34.55,50.09,B,Pass
3764,771,2,35.33,19.46,12.0,15.98,26.78,41.38,55.22,B,Pass
3765,771,3,30.0,22.91,14.56,13.63,23.47,39.92,54.46,B,Pass
3766,771,13,33.24,18.87,8.85,12.17,20.25,43.45,49.46,C,Pass
3767,771,16,34.24,25.29,15.5,12.03,18.67,50.13,57.58,B,Pass
3768,771,6,35.36,23.47,13.39,12.55,28.04,48.5,60.02,B+,Pass
3769,772,56,48.5,19.37,15.03,9.27,31.81,47.0,58.17,B,Pass
3770,772,57,59.54,18.04,3.52,10.1,10.48,43.55,41.04,C,Pass
3771,772,52,49.89,21.57,15.13,9.0,26.85,41.8,54.27,B,Pass
3772,772,50,53.17,16.16,9.41,7.23,25.21,27.36,40.83,C,Pass
3773,773,20,59.76,26.77,16.41,8.98,38.23,43.81,64.0,B+,Pass
3774,773,21,66.22,24.83,25.0,12.88,37.46,54.64,73.09,A,Pass
3775,773,17,69.92,33.0,11.62,13.43,39.86,52.03,72.07,A,Pass
3776,773,19,74.42,24.59,19.67,17.68,39.63,51.26,72.75,A,Pass
3777,774,66,64.5,14.06,13.88,8.66,23.82,45.3,49.97,C,Pass
3778,774,67,49.99,21.86,16.34,14.96,33.9,43.31,62.1,B+,Pass
3779,774,79,66.25,25.54,13.06,10.81,22.1,39.24,52.76,B,Pass
3780,774,69,54.36,25.76,9.42,9.81,21.9,42.41,52.29,B,Pass
3781,774,73,59.82,27.61,19.68,15.87,30.67,37.16,62.28,B+,Pass
3782,775,98,71.03,20.02,5.68,9.03,12.85,47.9,45.58,C,Pass
3783,775,101,63.84,20.13,13.77,13.72,26.65,47.34,57.85,B,Pass
3784,775,99,57.27,17.98,8.87,12.09,26.78,44.61,52.79,B,Pass
3785,775,109,59.92,28.37,12.99,11.89,33.95,42.94,62.34,B+,Pass
3786,775,103,67.24,28.66,23.06,20.0,31.7,66.91,80.63,A+,Pass
3787,775,102,63.6,22.81,11.78,8.81,23.28,38.11,49.95,C,Pass
3788,776,43,56.03,28.41,18.79,20.0,41.38,56.89,78.96,A,Pass
3789,776,42,57.25,20.49,18.76,8.53,24.86,47.95,56.83,B,Pass
3790,776,37,52.02,23.6,22.96,13.58,34.84,51.95,69.44,B+,Pass
3791,776,44,60.32,20.13,12.18,11.23,17.55,30.43,43.52,C,Pass
3792,776,35,59.37,26.95,22.15,19.0,29.99,56.91,73.39,A,Pass
3793,777,104,91.86,27.49,22.17,11.33,35.07,50.35,69.31,B+,Pass
3794,777,110,80.19,32.08,18.92,16.43,33.7,48.97,71.52,A,Pass
3795,777,109,85.86,32.42,19.48,18.56,42.53,62.58,83.75,A+,Pass
3796,777,107,81.05,29.58,20.64,17.56,46.19,59.51,82.69,A+,Pass
3797,777,97,77.84,32.33,22.06,11.66,44.07,48.59,75.53,A,Pass
3798,777,105,89.74,30.89,20.06,17.5,45.76,58.11,82.22,A+,Pass
3799,778,11,76.47,34.48,18.58,9.33,41.34,48.96,72.85,A,Pass
3800,778,1,77.45,33.69,19.62,15.23,33.92,57.56,76.13,A,Pass
3801,778,9,75.98,30.5,16.5,11.1,24.15,43.49,59.77,B,Pass
3802,778,4,72.1,24.25,19.99,18.0,34.66,41.34,65.74,B+,Pass
3803,778,7,72.04,21.87,11.52,10.65,41.33,56.73,68.01,B+,Pass
3804,779,98,36.54,31.79,17.33,7.56,19.6,51.99,60.67,B+,Pass
3805,779,97,44.85,20.5,18.01,14.36,30.89,37.22,57.45,B,Pass
3806,779,102,40.68,19.25,16.58,10.51,28.17,40.35,54.43,B,Pass
3807,779,99,42.86,22.85,14.89,10.91,28.58,46.63,58.88,B,Pass
3808,779,100,48.99,20.98,11.61,11.16,15.99,23.09,39.48,F,Fail
3809,780,14,67.12,16.77,14.71,13.15,33.77,38.93,55.9,B,Pass
3810,780,3,57.23,18.25,12.32,12.26,20.62,26.71,42.96,C,Pass
3811,780,13,55.49,21.04,10.85,11.93,32.07,31.07,51.36,B,Pass
3812,780,5,56.9,28.05,13.16,14.82,30.31,45.92,63.28,B+,Pass
3813,780,12,66.34,18.72,12.08,8.99,29.6,49.88,56.76,B,Pass
3814,780,8,52.03,29.37,10.26,8.95,21.14,40.05,52.52,B,Pass
3815,781,70,80.79,29.41,21.29,17.46,38.75,55.68,77.31,A,Pass
3816,781,76,84.55,27.31,24.12,10.99,34.67,62.27,75.19,A,Pass
3817,781,68,87.65,38.95,22.52,12.32,33.18,56.24,77.48,A,Pass
3818,781,67,90.32,31.3,20.05,16.39,40.29,71.73,85.48,A+,Pass
3819,781,78,85.06,36.55,25.0,16.25,46.19,71.65,92.93,O,Pass
3820,782,83,53.54,12.59,10.06,8.21,20.17,52.0,48.77,C,Pass
3821,782,82,55.14,27.6,16.75,7.26,33.33,43.95,61.3,B+,Pass
3822,782,96,53.41,27.6,18.99,13.7,22.39,64.31,69.46,B+,Pass
3823,782,90,57.62,27.65,22.01,8.13,36.51,45.52,66.19,B+,Pass
3824,783,38,64.04,27.31,22.65,16.44,33.92,55.07,73.59,A,Pass
3825,783,35,71.88,27.51,16.4,9.96,36.18,46.91,65.28,B+,Pass
3826,783,36,58.74,28.04,20.63,14.88,33.58,62.45,75.64,A,Pass
3827,783,34,63.7,29.43,15.84,14.13,35.58,51.21,69.8,B+,Pass
3828,784,89,87.56,40.0,18.43,20.0,45.84,75.0,95.29,O,Pass
3829,784,87,89.19,32.31,20.99,16.3,48.21,52.18,81.15,A+,Pass
3830,784,82,89.14,40.0,18.98,20.0,41.07,68.74,90.21,O,Pass
3831,784,88,89.79,31.13,23.18,15.98,32.57,59.9,77.07,A,Pass
3832,785,69,79.07,36.71,24.05,20.0,44.07,60.12,88.07,A+,Pass
3833,785,68,82.82,26.69,20.16,15.32,30.42,45.25,65.4,B+,Pass
3834,785,67,79.81,34.68,16.85,17.78,41.99,48.24,76.48,A,Pass
3835,785,65,88.08,32.16,18.77,17.72,34.76,52.87,74.5,A,Pass
3836,786,35,31.74,20.17,9.97,12.43,24.83,29.75,46.58,C,Pass
3837,786,36,44.04,19.02,11.32,7.48,13.1,28.3,37.54,F,Fail
3838,786,33,30.0,9.93,10.07,4.14,14.51,31.65,33.09,F,Fail
3839,786,37,30.0,18.27,13.23,8.8,15.28,51.41,50.46,B,Pass
3840,787,104,49.34,22.04,12.11,5.12,24.35,28.51,43.9,C,Pass
3841,787,102,60.45,27.3,15.63,12.2,28.33,37.91,57.86,B,Pass
3842,787,106,58.95,21.57,10.72,10.59,37.36,49.68,62.23,B+,Pass
3843,787,100,62.3,13.93,13.55,14.52,22.6,35.85,47.67,C,Pass
3844,788,84,43.87,18.22,8.99,6.76,27.57,21.93,40.1,C,Pass
3845,788,82,47.49,26.52,14.05,14.73,33.11,60.03,70.81,A,Pass
3846,788,88,41.77,40.0,21.88,13.04,27.69,47.41,71.24,A,Pass
3847,788,85,48.59,16.64,12.48,11.94,20.6,38.1,47.36,C,Pass
3848,788,91,54.72,16.35,12.83,5.94,20.01,34.49,42.38,C,Pass
3849,788,90,46.53,11.77,11.23,8.8,23.39,40.87,45.54,C,Pass
3850,789,105,53.2,27.78,15.56,12.18,30.12,51.31,65.2,B+,Pass
3851,789,101,56.98,24.42,13.97,7.74,27.93,33.98,51.49,B,Pass
3852,789,107,65.25,19.99,17.31,13.49,21.75,45.18,55.62,B,Pass
3853,789,97,56.17,24.47,14.34,14.07,25.07,41.23,56.78,B,Pass
3854,789,104,49.65,14.67,10.55,9.35,33.02,47.9,55.09,B,Pass
3855,789,106,69.78,24.73,18.01,11.05,34.1,41.94,61.72,B+,Pass
3856,790,94,83.55,29.13,14.45,17.34,31.29,46.22,66.22,B+,Pass
3857,790,83,76.84,35.47,24.31,17.43,42.15,72.51,91.09,O,Pass
3858,790,87,79.21,28.8,10.45,11.3,27.07,56.22,64.0,B+,Pass
3859,790,90,77.65,29.32,22.19,14.63,38.33,48.93,72.85,A,Pass
3860,791,104,30.0,12.91,5.86,11.43,18.23,28.71,37.03,F,Fail
3861,791,101,32.03,18.63,16.78,10.86,22.32,39.33,50.97,B,Pass
3862,791,102,30.0,18.71,8.13,5.13,20.97,38.93,43.82,C,Pass
3863,791,99,30.0,3.0,2.0,5.31,8.45,30.04,23.2,F,Fail
3864,791,98,33.59,14.83,5.65,4.95,18.79,32.35,36.64,F,Fail
3865,791,100,31.72,20.67,13.04,9.39,23.78,33.38,47.72,C,Pass
3866,792,18,69.9,23.71,20.01,4.63,32.22,53.04,63.03,B+,Pass
3867,792,20,65.77,30.29,19.94,15.64,40.43,47.83,73.47,A,Pass
3868,792,25,59.54,36.26,21.43,20.0,40.84,62.92,86.49,A+,Pass
3869,792,17,68.98,24.25,16.6,8.46,26.22,44.75,56.99,B,Pass
3870,792,21,66.07,28.22,15.69,12.88,30.04,69.74,74.39,A,Pass
3871,793,77,100.0,40.0,25.0,20.0,50.0,70.37,97.84,O,Pass
3872,793,78,100.0,34.91,23.56,19.97,37.1,62.58,84.62,A+,Pass
3873,793,68,98.09,37.99,18.16,16.42,43.18,60.92,84.49,A+,Pass
3874,793,65,100.0,39.67,25.0,20.0,49.22,65.07,94.81,O,Pass
3875,793,70,98.38,40.0,24.19,20.0,43.29,63.92,91.15,O,Pass
3876,793,67,97.45,37.73,22.93,18.71,32.94,56.04,80.01,A+,Pass
3877,794,99,31.13,11.68,10.17,9.77,17.68,33.26,39.16,F,Fail
3878,794,102,30.4,13.46,12.02,5.18,18.83,24.61,35.03,F,Fail
3879,794,97,39.01,13.28,5.45,3.09,25.1,19.94,32.22,F,Fail
3880,794,104,39.97,19.97,15.68,10.0,29.18,28.17,48.99,C,Pass
3881,794,103,34.96,17.0,14.47,15.52,30.48,45.13,58.35,B,Pass
3882,794,101,40.1,14.73,8.66,14.25,10.86,36.06,40.21,C,Pass
3883,795,21,82.54,33.34,22.82,19.09,44.23,68.49,89.42,A+,Pass
3884,795,22,78.28,32.41,17.49,11.93,42.01,47.9,72.53,A,Pass
3885,795,19,79.1,33.44,19.92,20.0,44.81,55.75,83.11,A+,Pass
3886,795,20,92.21,38.23,16.03,19.97,45.35,59.09,85.76,A+,Pass
3887,795,18,82.81,27.43,21.27,15.6,41.54,61.34,79.42,A,Pass
3888,795,17,91.54,40.0,18.43,20.0,50.0,66.62,93.46,O,Pass
3889,796,68,51.79,31.55,17.67,14.36,29.3,46.01,66.15,B+,Pass
3890,796,67,54.41,21.05,13.8,8.58,35.72,53.08,62.97,B+,Pass
3891,796,65,48.48,27.06,17.15,16.71,25.74,44.26,62.27,B+,Pass
3892,796,69,54.83,30.16,16.03,13.61,30.77,38.38,61.59,B+,Pass
3893,797,87,98.77,36.66,20.07,20.0,42.79,62.78,87.06,A+,Pass
3894,797,82,86.75,32.59,19.6,19.51,39.87,64.55,83.95,A+,Pass
3895,797,88,100.0,33.97,19.34,13.98,42.0,52.4,77.17,A,Pass
3896,797,84,94.74,40.0,19.46,19.05,37.5,46.08,77.56,A,Pass
3897,797,81,91.56,35.57,25.0,15.6,42.21,69.39,89.07,A+,Pass
3898,798,74,64.22,30.72,12.95,17.46,33.92,54.2,71.52,A,Pass
3899,798,71,56.75,25.11,16.39,13.33,30.9,49.19,64.18,B+,Pass
3900,798,67,56.0,27.96,17.37,11.7,39.0,51.15,70.14,A,Pass
3901,798,69,58.56,27.34,17.87,11.16,27.38,63.86,69.89,B+,Pass
3902,798,72,62.22,28.6,16.44,10.09,38.84,46.92,67.24,B+,Pass
3903,799,36,70.93,31.36,22.32,20.0,41.56,69.86,87.99,A+,Pass
3904,799,39,71.24,21.61,13.59,16.19,32.32,46.5,62.2,B+,Pass
3905,799,35,75.98,24.96,13.12,13.19,35.24,47.82,64.26,B+,Pass
3906,799,34,72.87,22.17,19.18,14.76,38.93,44.7,66.46,B+,Pass
3907,800,21,68.38,25.3,13.4,13.11,41.57,37.21,62.71,B+,Pass
3908,800,28,62.11,17.98,11.49,8.72,29.6,37.49,50.24,B,Pass
3909,800,26,50.26,26.15,15.18,7.11,35.11,50.87,64.0,B+,Pass
3910,800,22,62.02,25.08,18.4,14.04,32.12,62.06,71.94,A,Pass
3911,800,29,55.85,28.69,20.54,9.86,36.6,41.11,64.98,B+,Pass
3912,801,5,69.35,21.18,15.36,13.09,27.07,42.47,56.64,B,Pass
3913,801,3,58.93,24.63,18.4,15.14,39.25,41.56,66.26,B+,Pass
3914,801,1,66.12,28.43,17.48,13.16,24.46,38.05,57.78,B,Pass
3915,801,4,65.28,25.38,17.56,13.05,35.81,44.02,64.69,B+,Pass
3916,802,97,62.91,17.14,17.52,15.51,30.02,46.35,59.97,B,Pass
3917,802,99,66.74,28.94,13.95,16.04,29.54,44.09,63.42,B+,Pass
3918,802,101,64.48,26.43,6.87,11.75,31.0,42.47,57.15,B,Pass
3919,802,100,56.59,18.57,6.71,17.2,30.37,29.58,49.56,C,Pass
